"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_03_RLTD_ORG_PTR_EIN","SR_03_RLTD_ORG_PTR_PRIMARY_ACT","SR_03_RLTD_ORG_PTR_DMCL_STATE","SR_03_RLTD_ORG_PTR_CTRL_NA","SR_03_RLTD_ORG_PTR_PREDMNTINCOME","SR_03_RLTD_ORG_PTR_ALLOC_X","SR_03_RLTD_ORG_PTR_GENERAL_X","SR_03_RLTD_ORG_PTR_NAME_L1","SR_03_RLTD_ORG_PTR_ADDR_L1","SR_03_RLTD_ORG_PTR_ADDR_CITY","SR_03_RLTD_ORG_PTR_ADDR_STATE","SR_03_RLTD_ORG_PTR_ADDR_ZIP"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943160742","LOW-INC HSNG","CA","N/A","RELATED","0","0","1028 HOWARD ST ASSOCIATES","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","272755027","LOW-INC HSNG","IL","N/A","RELATED","0","0","104TH STREET LP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","454437017","LOW-INC HSNG","CA","N/A","RELATED","0","0","1100 OCEAN AVENUE LP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943160341","LOW-INC HSNG","CA","N/A","RELATED","0","0","1101 HOWARD ST ASSOCIATES","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943142765","LOW-INC HSNG","CA","N/A","RELATED","0","0","111 JONES STREET ASSOC (111 JONES ST)","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943249328","LOW-INC HSNG","CA","N/A","RELATED","0","0","1475 167TH AVENUE ASSOC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943135262","LOW-INC HSNG","CA","N/A","RELATED","0","0","16TH & CHURCH STREET ASSOC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","473449006","LOW-INC HSNG","CA","N/A","RELATED","0","0","1760 BUSH LP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","270561021","LOW-INC HSNG","IL","N/A","RELATED","0","0","180 PROPERTIES","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","471291546","LOW-INC HSNG","CA","N/A","RELATED","0","0","1880 PINE LP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
