"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_04_BOND_ISSUE_REFERENCE_NUM","SK_04_BOND_ARB_FORM_8038_FILED_X","SK_04_BOND_ARB_REBATE_NOT_DUE_X","SK_04_BOND_ARB_REBATE_EXCEPT_X","SK_04_BOND_ARB_NO_REBATE_DUE_X","SK_04_BOND_ARB_VAR_RATE_ISSUE_X","SK_04_BOND_ARB_HEDGE_IDENTIFY_X","SK_04_BOND_ARB_GIC_INVESTED_X","SK_04_BOND_ARB_PROCEED_INVEST_X","SK_04_BOND_ARB_WRITTEN_PROC_X","SK_04_BOND_ARB_HEDGE_NAME_L1","SK_04_BOND_ARB_HEDGE_NAME_L1.1","SK_04_BOND_ARB_HEDGE_INTEGRATE_X","SK_04_BOND_ARB_HEDGE_TERMINATE_X","SK_04_BOND_ARB_HEDGE_TERM","SK_04_BOND_ARB_GIC_TERM","SK_04_BOND_ARB_GIC_SAFE_HARBOR_X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161","566058412","THE EDUCATIONAL FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161_public.xml","A","false","true","false","false","true","false","false","false","true","0","0",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","false","false","false","false","false","false","false","false","false","0","0","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","B","false","true","false","false","false","false","false","false","false","0","0","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","C","false","false","false","false","false","false","false","false","false","0","0","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","D","false","false","false","false","false","false","false","false","true","0","0","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","false","false","false","false","false","false","false","false","true","0","0","false","false",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","0","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","0","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","0","1","1","1","0","0","1",NA,NA,"0","1","25.000000000000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","0","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","0","0","1","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","0","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","0","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
