"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_07_COMP_KONTR_DESC_SVC","F9_07_COMP_KONTR_COMP","F9_07_COMP_KONTR_NAME_ORG_L1","F9_07_COMP_KONTR_ADDR_L1","F9_07_COMP_KONTR_ADDR_CITY","F9_07_COMP_KONTR_ADDR_STATE","F9_07_COMP_KONTR_ADDR_ZIP","F9_07_COMP_KONTR_NAME_PERS","AddressOfContractor","ContractorAddress","F9_07_COMP_KONTR_ADDR_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422809349300142","571154204","Resourcing Christian Education International","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201422809349300142_public.xml","Consulting/accounting services","119862","Cedarstone Partners","209 E Liberty Dr","Wheaton","IL","60187",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201820189349300732","113053106","EAGLE REALTY HOLDINGS INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201820189349300732_public.xml","Landscaping",NA,"Landscapes by Sean M Fleck","PO Box 1363","Stony Brook","NY","11790",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201820189349300732","113053106","EAGLE REALTY HOLDINGS INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201820189349300732_public.xml","Construction",NA,"EW Howell Construction Group","245 Newtown Road","Plainview","NY","11803",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222","275499214","Transmission Access Policy Study Group I","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222_public.xml","policy & research","139992",NA,"413 Harbor View Ln","Largo","FL","33770","William Gallagher",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222","275499214","Transmission Access Policy Study Group I","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222_public.xml","executive director","160175",NA,"PO Box 14364","Springfield","MO","65814","John Twitty",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222","275499214","Transmission Access Policy Study Group I","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222_public.xml","legal & lobbying","768278","Spiegel & McDiarmid","1333 New Hampshire Ave NW","Washington","DC","20036",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222","275499214","Transmission Access Policy Study Group I","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020509349301222_public.xml","lobbying","120000",NA,"1990 M St NW Ste 200","Washington","DC","20036","Talley Associates",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201310819349300311","561500678","ALICE AYCOCK POE CENTER FOR","2011","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201310819349300311_public.xml",NA,NA,NA,NA,NA,NA,NA,"NONE","",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882","263430115","ST CLARAS MANOR INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882_public.xml","MANAGEMENT","394907","HERITAGE OPERATIONS GROUP LLC","115 W JEFFERSON SUITE 401","BLOOMINGTON","IL","61702",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882","263430115","ST CLARAS MANOR INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882_public.xml","RENT","459900","ST CLARAS SENIOR SERVICES INC","200 FIFTH STREET","LINCOLN","IL","62656",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882","263430115","ST CLARAS MANOR INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201723129349302882_public.xml","STAFFING","182599","MEDICAL STAFFING NETWORK","1057 W MAIN ST","DECATUR","IL","62522",NA,NA,NA,NA
