"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_04_RLTD_ORG_CORP_EIN","SR_04_RLTD_ORG_CORP_PRIMARY_ACT","SR_04_RLTD_ORG_CORP_DMCL_STATE","SR_04_RLTD_ORG_CORP_CTRL_NA","SR_04_RLTD_ORG_CORP_CTRL_512_X","SR_04_RLTD_ORG_CORP_TYPE","SR_04_RLTD_ORG_CORP_TOT_INCOME","SR_04_RLTD_ORG_CORP_EOY_ASSETS","SR_04_RLTD_ORG_CORP_PCT_OWN","SR_04_RLTD_ORG_CORP_NAME_L1","SR_04_RLTD_ORG_CORP_ADDR_L1","SR_04_RLTD_ORG_CORP_ADDR_CITY","SR_04_RLTD_ORG_CORP_ADDR_STATE","SR_04_RLTD_ORG_CORP_ADDR_ZIP"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","581790151","HEALTHCARE","GA","N/A","false",NA,NA,NA,NA,"HEALTHLIANT INC","705 DIXIE STREET","CARROLLTON","GA","301173818"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","824529412","HEALTHCARE","GA","N/A","false",NA,NA,NA,NA,"HEALTHLIANT ENTERPRISES INC","705 DIXIE STREET","CARROLLTON","GA","301173818"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024","581790149","TANNER MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349300024_public.xml","753182533","ENDOSCOPY","GA","N/A","false","S CORP","417077","634708","0.51000","WEST GEORGIA ENDOSCOPY CTR LLC","160 CLINIC AVENUE","CARROLLTON","GA","30117"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","272754418","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"104TH STREET MM LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","383648994","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"111TH & WENTWORTH APARTMENTS CORP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","841173690","LOW-INC HSNG","CA","N/A","0","C",NA,NA,NA,"AFFORDABLE HOUSING CORP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943096988","LOW-INC HSNG","CA","N/A","0","C",NA,NA,NA,"AFFORDABLE HOUSING INITIATIVE (AHI)","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","273209358","LOW-INC HSNG","GA","N/A","0","C",NA,NA,NA,"ANTIOCH II LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","364027474","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"BELRAY APARTMENTS CORPORATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","263800299","LOW-INC HSNG","KY","N/A","0","C",NA,NA,NA,"BELVIDERE PLACE CORP I NFP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","261483851","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"COUNTRYSIDE SENIORS LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","364728761","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"DANVILLE VETERANS HOUSING MM LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","261233523","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"ENGLEWOOD APARTMENTS NFP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","813887973","LOW-INC HSNG","CA","N/A","0","C",NA,NA,NA,"ESPERANZA CROSSING II LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","611750718","LOW-INC HSNG","WI","N/A","0","C",NA,NA,NA,"GREENWICH PARK APARTMENTS MM LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363556291","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"HAROLD WASHINGTON APARTMENTS CORPORATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","271257072","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"HWA 850 EASTWOOD GP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","811504693","LOW-INC HSNG","WA","N/A","0","C",NA,NA,NA,"IMPACT FAMILY VILLAGE CONDOMINIUM ASSOCIATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","364715432","LOW-INC HSNG","WA","N/A","0","C",NA,NA,NA,"IMPACT FAMILY VILLAGE GP LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","320399823","LOW-INC HSNG","IL","N/A","0","C",NA,NA,NA,"KANKAKEE STATION STREET SENIOR HOUSING MM LLC","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363815990","LOW-INC HSNG","CA","N/A","0","C",NA,NA,NA,"MALDEN ARMS CORP II NFP","1600 BROADWAY SUITE 2000","DENVER","CO","80202"
