"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_01_BOND_ISSUE_REFERENCE_NUM","SK_01_BOND_ISSUER_EIN","SK_01_BOND_ISSUE_DATE","SK_01_BOND_ISSUE_PRICE","SK_01_BOND_ISSUE_PURPOSE_DESC","SK_01_BOND_ISSUE_DEFEASED_X","SK_01_BOND_ISSUER_ON_BEHALF_OF_X","SK_01_BOND_ISSUE_POOL_FIN_X","SK_01_BOND_ISSUER_NAME_L1","SK_01_BOND_ISSUE_CUSIP_NUM","SK_01_BOND_ISSUER_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161","566058412","THE EDUCATIONAL FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161_public.xml","A","273866124","2019-03-21","92000000","Educational Facilities Revenue Bon","false","false","false","Public Finance Authority Series 2019",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","351602316","2011-10-11","28753388","SEE ATTACHMENT","false","false","false","INDIANA FINANCE AUTHORITY","455057L23",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","B","351602316","2013-08-15","21687097","SEE ATTACHMENT","false","false","false","INDIANA FINANCE AUTHORITY","45506DKC8",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","C","351602316","2014-12-04","34000000","SEE ATTACHMENT","false","false","false","INDIANA FINANCE AUTHORITY",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","D","351602316","2016-12-15","35349740","SEE ATTACHMENT","false","false","false","INDIANA FINANCE AUTHORITY","45506DA88",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","351602316","2018-12-12","98120000","SEE ATTACHMENT","false","false","false","INDIANA FINANCE AUTHORITY","45506DKC8",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","926001185","2011-11-17","126601436","SEE PART VI","0","0","0","AIDEA 2011A","011903DZ1",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","521643828","2008-11-06","284700329","SEE PART VI","1","0","0","CHFFA 2008C","13033F7L8",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","521643828","2009-07-29","145060500","SEE PART VI","0","0","0","CHFFA 2009B","13033LBZ9",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","521643828","2009-08-27","421100000","SEE PART VI","0","0","0","CHFFA 2009A-D","13033LCN5",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","521643828","2013-07-24","701719855","SEE PART VI","0","0","0","CHFFA 2013A-D","13033LY76",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","521643828","2014-06-11","305080327","SEE PART VI","0","0","0","CHFFA 2014A","13033L4G9",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","521643828","2014-08-06","126434498","SEE PART VI","0","0","0","CHFFA 2014B","13033L4N4",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","521643828","2016-09-28","490804875","SEE PART VI","0","0","0","CHFFA 2016A","13032UFP8",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","521643828","2016-09-28","304049410","SEE PART VI","0","0","0","CHFFA 2016B","13032UGP7",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","521313557","2008-06-19","115035840","SEE PART VI","0","0","0","LHFDC 2008B","549208EM4",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","521313557","2016-09-28","39215000","SEE PART VI","0","0","0","LHFDC 2016C","549208EP7",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","810302402","2006-06-22","50645000","SEE PART VI","0","0","0","MFFA 2016F","61204KCB5",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","936001787","2011-11-17","24927615","SEE PART VI","0","0","0","OFA 2011C","68608JPT2",NA
